"Bp" "Int" "Split" "Bp_per_contig" "Per_Site_Mut_Rate" "Per_Site_Recomb_Rate" "Pop_Dynamics_Type" "Error"
"330" 1e+06 20 8 125000 0.06513 0.06513 "fauxHuman" 0.430519545444537
"331" 1e+06 30 1024 977 0.06513 0.06513 "fauxHuman" 0.430519545444537
"332" 1e+06 30 128 7813 0.06513 0.06513 "fauxHuman" 0.430519545444537
"333" 1e+06 30 16 62500 0.06513 0.06513 "fauxHuman" 0.430519545444537
"334" 1e+06 30 1 1e+06 0.06513 0.06513 "fauxHuman" 0.430519545444537
"335" 1e+06 30 256 3907 0.06513 0.06513 "fauxHuman" 0.430519545444537
"336" 1e+06 30 2 5e+05 0.06513 0.06513 "fauxHuman" 0.430519545444537
"337" 1e+06 30 32 31250 0.06513 0.06513 "fauxHuman" 0.430519545444537
"338" 1e+06 30 4 250000 0.06513 0.06513 "fauxHuman" 0.430519545444537
"339" 1e+06 30 512 1954 0.06513 0.06513 "fauxHuman" 0.430519545444537
"340" 1e+06 30 64 15625 0.06513 0.06513 "fauxHuman" 0.430519545444537
"341" 1e+06 30 8 125000 0.06513 0.06513 "fauxHuman" 0.430519545444537
"342" 1e+06 40 1024 977 0.06513 0.06513 "fauxHuman" 0.430519545444537
"343" 1e+06 40 128 7813 0.06513 0.06513 "fauxHuman" 0.430519545444537
"344" 1e+06 40 16 62500 0.06513 0.06513 "fauxHuman" 0.430519545444537
"345" 1e+06 40 1 1e+06 0.06513 0.06513 "fauxHuman" 0.430519545444537
"346" 1e+06 40 256 3907 0.06513 0.06513 "fauxHuman" 0.430519545444537
"347" 1e+06 40 2 5e+05 0.06513 0.06513 "fauxHuman" 0.430519545444537
"348" 1e+06 40 32 31250 0.06513 0.06513 "fauxHuman" 0.430519545444537
"349" 1e+06 40 4 250000 0.06513 0.06513 "fauxHuman" 0.430519545444537
"350" 1e+06 40 512 1954 0.06513 0.06513 "fauxHuman" 0.430519545444537
"351" 1e+06 40 64 15625 0.06513 0.06513 "fauxHuman" 0.430519545444537
"352" 1e+06 40 8 125000 0.06513 0.06513 "fauxHuman" 0.430519545444537
"353" 1e+05 10 1024 98 0.6513 0.6513 "fauxHuman" 0.430519545444537
"354" 1e+05 10 128 782 0.6513 0.6513 "fauxHuman" 0.430519545444537
"355" 1e+05 10 16 6250 0.6513 0.6513 "fauxHuman" 0.430519545444537
"356" 1e+05 10 1 1e+05 0.6513 0.6513 "fauxHuman" 0.430519545444537
"357" 1e+05 10 256 391 0.6513 0.6513 "fauxHuman" 0.430519545444537
"358" 1e+05 10 2 50000 0.6513 0.6513 "fauxHuman" 0.430519545444537
"359" 1e+05 10 32 3125 0.6513 0.6513 "fauxHuman" 0.430519545444537
"360" 1e+05 10 4 25000 0.6513 0.6513 "fauxHuman" 0.430519545444537
"361" 1e+05 10 512 196 0.6513 0.6513 "fauxHuman" 0.430519545444537
"362" 1e+05 10 64 1563 0.6513 0.6513 "fauxHuman" 0.430519545444537
"363" 1e+05 10 8 12500 0.6513 0.6513 "fauxHuman" 0.430519545444537
"364" 1e+05 20 1024 98 0.6513 0.6513 "fauxHuman" 0.430519545444537
"365" 1e+05 20 128 782 0.6513 0.6513 "fauxHuman" 0.430519545444537
"366" 1e+05 20 16 6250 0.6513 0.6513 "fauxHuman" 0.430519545444537
"367" 1e+05 20 1 1e+05 0.6513 0.6513 "fauxHuman" 0.430519545444537
"368" 1e+05 20 256 391 0.6513 0.6513 "fauxHuman" 0.430519545444537
"369" 1e+05 20 2 50000 0.6513 0.6513 "fauxHuman" 0.430519545444537
"370" 1e+05 20 32 3125 0.6513 0.6513 "fauxHuman" 0.430519545444537
"371" 1e+05 20 4 25000 0.6513 0.6513 "fauxHuman" 0.430519545444537
"372" 1e+05 20 512 196 0.6513 0.6513 "fauxHuman" 0.430519545444537
"373" 1e+05 20 64 1563 0.6513 0.6513 "fauxHuman" 0.430519545444537
"374" 1e+05 20 8 12500 0.6513 0.6513 "fauxHuman" 0.430519545444537
"375" 1e+05 30 1024 98 0.6513 0.6513 "fauxHuman" 0.430519545444537
"376" 1e+05 30 128 782 0.6513 0.6513 "fauxHuman" 0.430519545444537
"377" 1e+05 30 16 6250 0.6513 0.6513 "fauxHuman" 0.430519545444537
"378" 1e+05 30 1 1e+05 0.6513 0.6513 "fauxHuman" 0.430519545444537
"379" 1e+05 30 256 391 0.6513 0.6513 "fauxHuman" 0.430519545444537
"380" 1e+05 30 2 50000 0.6513 0.6513 "fauxHuman" 0.430519545444537
"381" 1e+05 30 32 3125 0.6513 0.6513 "fauxHuman" 0.430519545444537
"382" 1e+05 30 4 25000 0.6513 0.6513 "fauxHuman" 0.430519545444537
"383" 1e+05 30 512 196 0.6513 0.6513 "fauxHuman" 0.430519545444537
"384" 1e+05 30 64 1563 0.6513 0.6513 "fauxHuman" 0.430519545444537
"385" 1e+05 30 8 12500 0.6513 0.6513 "fauxHuman" 0.430519545444537
"386" 1e+05 40 1024 98 0.6513 0.6513 "fauxHuman" 0.430519545444537
"387" 1e+05 40 128 782 0.6513 0.6513 "fauxHuman" 0.430519545444537
"388" 1e+05 40 16 6250 0.6513 0.6513 "fauxHuman" 0.430519545444537
"389" 1e+05 40 1 1e+05 0.6513 0.6513 "fauxHuman" 0.430519545444537
"390" 1e+05 40 256 391 0.6513 0.6513 "fauxHuman" 0.430519545444537
"391" 1e+05 40 2 50000 0.6513 0.6513 "fauxHuman" 0.430519545444537
"392" 1e+05 40 32 3125 0.6513 0.6513 "fauxHuman" 0.430519545444537
"393" 1e+05 40 4 25000 0.6513 0.6513 "fauxHuman" 0.430519545444537
"394" 1e+05 40 512 196 0.6513 0.6513 "fauxHuman" 0.430519545444537
"395" 1e+05 40 64 1563 0.6513 0.6513 "fauxHuman" 0.430519545444537
"396" 1e+05 40 8 12500 0.6513 0.6513 "fauxHuman" 0.430519545444537
"397" 2e+07 10 1024 19532 0.0032565 0.0032565 "fauxHuman" 2.6923236470496
"398" 2e+07 10 128 156250 0.0032565 0.0032565 "fauxHuman" 0.41357873541343
"399" 2e+07 10 16 1250000 0.0032565 0.0032565 "fauxHuman" 0.469680947756425
"400" 2e+07 10 1 2e+07 0.0032565 0.0032565 "fauxHuman" 0.447636435575686
"401" 2e+07 10 256 78125 0.0032565 0.0032565 "fauxHuman" 0.202453602117136
"402" 2e+07 10 2 1e+07 0.0032565 0.0032565 "fauxHuman" 0.455471852191052
"403" 2e+07 10 32 625000 0.0032565 0.0032565 "fauxHuman" 0.418924211200705
"404" 2e+07 10 4 5e+06 0.0032565 0.0032565 "fauxHuman" 0.463083286166517
"405" 2e+07 10 512 39063 0.0032565 0.0032565 "fauxHuman" 2.49326582745789
"406" 2e+07 10 64 312500 0.0032565 0.0032565 "fauxHuman" 0.446063449868788
"407" 2e+07 10 8 2500000 0.0032565 0.0032565 "fauxHuman" 0.460519801234559
"408" 2e+07 20 1024 19532 0.0032565 0.0032565 "fauxHuman" 0.62839081625256
"409" 2e+07 20 128 156250 0.0032565 0.0032565 "fauxHuman" 0.239346851795283
"410" 2e+07 20 16 1250000 0.0032565 0.0032565 "fauxHuman" 0.165106072622851
"411" 2e+07 20 1 2e+07 0.0032565 0.0032565 "fauxHuman" 0.17257117597561
"412" 2e+07 20 256 78125 0.0032565 0.0032565 "fauxHuman" 0.207193694557061
"413" 2e+07 20 2 1e+07 0.0032565 0.0032565 "fauxHuman" 0.168588945115462
"414" 2e+07 20 32 625000 0.0032565 0.0032565 "fauxHuman" 0.160792518106628
"415" 2e+07 20 4 5e+06 0.0032565 0.0032565 "fauxHuman" 0.164189259952199
"416" 2e+07 20 512 39063 0.0032565 0.0032565 "fauxHuman" 0.171476695483514
"417" 2e+07 20 64 312500 0.0032565 0.0032565 "fauxHuman" 0.158175905536083
"418" 2e+07 20 8 2500000 0.0032565 0.0032565 "fauxHuman" 0.173206147872399
"419" 2e+07 30 1024 19532 0.0032565 0.0032565 "fauxHuman" 0.780988832990417
"420" 2e+07 30 128 156250 0.0032565 0.0032565 "fauxHuman" 0.516900022774712
"421" 2e+07 30 16 1250000 0.0032565 0.0032565 "fauxHuman" 0.322043166638599
"422" 2e+07 30 1 2e+07 0.0032565 0.0032565 "fauxHuman" 0.299653165110747
"423" 2e+07 30 256 78125 0.0032565 0.0032565 "fauxHuman" 0.68449640703197
"424" 2e+07 30 2 1e+07 0.0032565 0.0032565 "fauxHuman" 0.293004024752452
"425" 2e+07 30 32 625000 0.0032565 0.0032565 "fauxHuman" 0.403396057033303
"426" 2e+07 30 4 5e+06 0.0032565 0.0032565 "fauxHuman" 0.351459006577397
"427" 2e+07 30 512 39063 0.0032565 0.0032565 "fauxHuman" 0.722282344031779
"428" 2e+07 30 64 312500 0.0032565 0.0032565 "fauxHuman" 0.587149644021589
"429" 2e+07 30 8 2500000 0.0032565 0.0032565 "fauxHuman" 0.334111469641687
"430" 2e+07 40 1024 19532 0.0032565 0.0032565 "fauxHuman" 0.172015291367358
"431" 2e+07 40 128 156250 0.0032565 0.0032565 "fauxHuman" 0.354507193905901
"432" 2e+07 40 16 1250000 0.0032565 0.0032565 "fauxHuman" 0.289636958325156
"433" 2e+07 40 1 2e+07 0.0032565 0.0032565 "fauxHuman" 0.274555228831374
"434" 2e+07 40 256 78125 0.0032565 0.0032565 "fauxHuman" 0.452305438429037
"435" 2e+07 40 2 1e+07 0.0032565 0.0032565 "fauxHuman" 0.273008659069178
"436" 2e+07 40 32 625000 0.0032565 0.0032565 "fauxHuman" 0.296139581551832
"437" 2e+07 40 4 5e+06 0.0032565 0.0032565 "fauxHuman" 0.280487943508595
"438" 2e+07 40 512 39063 0.0032565 0.0032565 "fauxHuman" 0.232985174124839
"439" 2e+07 40 64 312500 0.0032565 0.0032565 "fauxHuman" 0.275205513647131
"440" 2e+07 40 8 2500000 0.0032565 0.0032565 "fauxHuman" 0.281399371936401
"441" 5e+06 10 1024 4883 0.013026 0.013026 "fauxHuman" 1.62128537483053
"442" 5e+06 10 128 39063 0.013026 0.013026 "fauxHuman" 0.309915893762722
"443" 5e+06 10 16 312500 0.013026 0.013026 "fauxHuman" 1.13553099250077
"444" 5e+06 10 1 5e+06 0.013026 0.013026 "fauxHuman" 0.62821777869417
"445" 5e+06 10 256 19532 0.013026 0.013026 "fauxHuman" 0.166826232063782
"446" 5e+06 10 2 2500000 0.013026 0.013026 "fauxHuman" 0.604292767095754
"447" 5e+06 10 32 156250 0.013026 0.013026 "fauxHuman" 0.678716165020104
"448" 5e+06 10 4 1250000 0.013026 0.013026 "fauxHuman" 0.617544972688129
"449" 5e+06 10 512 9766 0.013026 0.013026 "fauxHuman" 0.176627243689934
"450" 5e+06 10 64 78125 0.013026 0.013026 "fauxHuman" 0.885290200264178
"451" 5e+06 10 8 625000 0.013026 0.013026 "fauxHuman" 0.952159063874053
"452" 5e+06 20 1024 4883 0.013026 0.013026 "fauxHuman" 2.63008176120829
"453" 5e+06 20 128 39063 0.013026 0.013026 "fauxHuman" 1.49134731773197
"454" 5e+06 20 16 312500 0.013026 0.013026 "fauxHuman" 0.909139417299741
"455" 5e+06 20 1 5e+06 0.013026 0.013026 "fauxHuman" 1.41608141750694
"456" 5e+06 20 256 19532 0.013026 0.013026 "fauxHuman" 0.792816742972625
"457" 5e+06 20 2 2500000 0.013026 0.013026 "fauxHuman" 1.73268255532097
"458" 5e+06 20 32 156250 0.013026 0.013026 "fauxHuman" 0.630167383013479
"459" 5e+06 20 4 1250000 0.013026 0.013026 "fauxHuman" 1.60121730496246
"460" 5e+06 20 512 9766 0.013026 0.013026 "fauxHuman" 3.50823928081566
"461" 5e+06 20 64 78125 0.013026 0.013026 "fauxHuman" 0.441770666738617
"462" 5e+06 20 8 625000 0.013026 0.013026 "fauxHuman" 1.39315652340952
"463" 5e+06 30 1024 4883 0.013026 0.013026 "fauxHuman" 0.533170213670874
"464" 5e+06 30 128 39063 0.013026 0.013026 "fauxHuman" 0.281117000155686
"465" 5e+06 30 16 312500 0.013026 0.013026 "fauxHuman" 1.12175649245406
"466" 5e+06 30 1 5e+06 0.013026 0.013026 "fauxHuman" 1.04094355364438
"467" 5e+06 30 256 19532 0.013026 0.013026 "fauxHuman" 0.804188219380753
"468" 5e+06 30 2 2500000 0.013026 0.013026 "fauxHuman" 1.23766563259328
"469" 5e+06 30 32 156250 0.013026 0.013026 "fauxHuman" 0.835513557299938
"470" 5e+06 30 4 1250000 0.013026 0.013026 "fauxHuman" 1.2151720281577
"471" 5e+06 30 512 9766 0.013026 0.013026 "fauxHuman" 0.442514810650145
"472" 5e+06 30 64 78125 0.013026 0.013026 "fauxHuman" 0.870538603918573
"473" 5e+06 30 8 625000 0.013026 0.013026 "fauxHuman" 1.12666911901098
"474" 5e+06 40 1024 4883 0.013026 0.013026 "fauxHuman" 1.06446646255272
"475" 5e+06 40 128 39063 0.013026 0.013026 "fauxHuman" 0.504273763715191
"476" 5e+06 40 16 312500 0.013026 0.013026 "fauxHuman" 1.18771249436047
"477" 5e+06 40 1 5e+06 0.013026 0.013026 "fauxHuman" 0.877490501326255
"478" 5e+06 40 256 19532 0.013026 0.013026 "fauxHuman" 0.417708745335657
"479" 5e+06 40 2 2500000 0.013026 0.013026 "fauxHuman" 0.883233018867892
"480" 5e+06 40 32 156250 0.013026 0.013026 "fauxHuman" 0.847739114358079
"481" 5e+06 40 4 1250000 0.013026 0.013026 "fauxHuman" 1.08609704419234
"482" 5e+06 40 512 9766 0.013026 0.013026 "fauxHuman" 0.909605426975788
"483" 5e+06 40 64 78125 0.013026 0.013026 "fauxHuman" 1.06116286296648
"484" 5e+06 40 8 625000 0.013026 0.013026 "fauxHuman" 1.24239926391166
"485" 5e+05 10 1024 489 0.13026 0.13026 "fauxHuman" 0.430519545444537
"486" 5e+05 10 128 3907 0.13026 0.13026 "fauxHuman" 0.430519545444537
"487" 5e+05 10 16 31250 0.13026 0.13026 "fauxHuman" 0.430519545444537
"488" 5e+05 10 1 5e+05 0.13026 0.13026 "fauxHuman" 0.430519545444537
"489" 5e+05 10 256 1954 0.13026 0.13026 "fauxHuman" 0.430519545444537
"490" 5e+05 10 2 250000 0.13026 0.13026 "fauxHuman" 0.430519545444537
"491" 5e+05 10 32 15625 0.13026 0.13026 "fauxHuman" 0.430519545444537
"492" 5e+05 10 4 125000 0.13026 0.13026 "fauxHuman" 0.430519545444537
"493" 5e+05 10 512 977 0.13026 0.13026 "fauxHuman" 0.430519545444537
"494" 5e+05 10 64 7813 0.13026 0.13026 "fauxHuman" 0.430519545444537
"495" 5e+05 10 8 62500 0.13026 0.13026 "fauxHuman" 0.430519545444537
"496" 5e+05 20 1024 489 0.13026 0.13026 "fauxHuman" 0.430519545444537
"497" 5e+05 20 128 3907 0.13026 0.13026 "fauxHuman" 0.430519545444537
"498" 5e+05 20 16 31250 0.13026 0.13026 "fauxHuman" 0.430519545444537
"499" 5e+05 20 1 5e+05 0.13026 0.13026 "fauxHuman" 0.430519545444537
"500" 5e+05 20 256 1954 0.13026 0.13026 "fauxHuman" 0.430519545444537
"501" 5e+05 20 2 250000 0.13026 0.13026 "fauxHuman" 0.430519545444537
"502" 5e+05 20 32 15625 0.13026 0.13026 "fauxHuman" 0.430519545444537
"503" 5e+05 20 4 125000 0.13026 0.13026 "fauxHuman" 0.430519545444537
"504" 5e+05 20 512 977 0.13026 0.13026 "fauxHuman" 0.430519545444537
"505" 5e+05 20 64 7813 0.13026 0.13026 "fauxHuman" 0.430519545444537
"506" 5e+05 20 8 62500 0.13026 0.13026 "fauxHuman" 0.430519545444537
"507" 5e+05 30 1024 489 0.13026 0.13026 "fauxHuman" 0.430519545444537
"508" 5e+05 30 128 3907 0.13026 0.13026 "fauxHuman" 0.430519545444537
"509" 5e+05 30 16 31250 0.13026 0.13026 "fauxHuman" 0.430519545444537
"510" 5e+05 30 1 5e+05 0.13026 0.13026 "fauxHuman" 0.430519545444537
"511" 5e+05 30 256 1954 0.13026 0.13026 "fauxHuman" 0.430519545444537
"512" 5e+05 30 2 250000 0.13026 0.13026 "fauxHuman" 0.430519545444537
"513" 5e+05 30 32 15625 0.13026 0.13026 "fauxHuman" 0.430519545444537
"514" 5e+05 30 4 125000 0.13026 0.13026 "fauxHuman" 0.430519545444537
"515" 5e+05 30 512 977 0.13026 0.13026 "fauxHuman" 0.430519545444537
"516" 5e+05 30 64 7813 0.13026 0.13026 "fauxHuman" 0.430519545444537
"517" 5e+05 30 8 62500 0.13026 0.13026 "fauxHuman" 0.430519545444537
"518" 5e+05 40 1024 489 0.13026 0.13026 "fauxHuman" 0.430519545444537
"519" 5e+05 40 128 3907 0.13026 0.13026 "fauxHuman" 0.430519545444537
"520" 5e+05 40 16 31250 0.13026 0.13026 "fauxHuman" 0.430519545444537
"521" 5e+05 40 1 5e+05 0.13026 0.13026 "fauxHuman" 0.430519545444537
"522" 5e+05 40 256 1954 0.13026 0.13026 "fauxHuman" 0.430519545444537
"523" 5e+05 40 2 250000 0.13026 0.13026 "fauxHuman" 0.430519545444537
"524" 5e+05 40 32 15625 0.13026 0.13026 "fauxHuman" 0.430519545444537
"525" 5e+05 40 4 125000 0.13026 0.13026 "fauxHuman" 0.430519545444537
"526" 5e+05 40 512 977 0.13026 0.13026 "fauxHuman" 0.430519545444537
"527" 5e+05 40 64 7813 0.13026 0.13026 "fauxHuman" 0.430519545444537
"528" 5e+05 40 8 62500 0.13026 0.13026 "fauxHuman" 0.430519545444537
"529" 1e+07 10 1024 9766 0.006513 0.006513 "psmcSim1" 4.15147060001486
"530" 1e+07 10 128 78125 0.006513 0.006513 "psmcSim1" 1.475407713886
"531" 1e+07 10 16 625000 0.006513 0.006513 "psmcSim1" 1.83306908732732
"532" 1e+07 10 1 1e+07 0.006513 0.006513 "psmcSim1" 1.9565755626258
"533" 1e+07 10 256 39063 0.006513 0.006513 "psmcSim1" 1.17656979351736
"534" 1e+07 10 2 5e+06 0.006513 0.006513 "psmcSim1" 1.90851359580769
"535" 1e+07 10 32 312500 0.006513 0.006513 "psmcSim1" 1.80945820963691
"536" 1e+07 10 4 2500000 0.006513 0.006513 "psmcSim1" 1.8022863706687
"537" 1e+07 10 512 19532 0.006513 0.006513 "psmcSim1" 2.2957837275557
"538" 1e+07 10 64 156250 0.006513 0.006513 "psmcSim1" 1.67163597943085
"539" 1e+07 10 8 1250000 0.006513 0.006513 "psmcSim1" 1.89441054519293
"540" 1e+07 20 1024 9766 0.006513 0.006513 "psmcSim1" 2.40575925341673
"541" 1e+07 20 128 78125 0.006513 0.006513 "psmcSim1" 0.939455098491941
"542" 1e+07 20 16 625000 0.006513 0.006513 "psmcSim1" 0.776930996736039
"543" 1e+07 20 1 1e+07 0.006513 0.006513 "psmcSim1" 0.79986980815327
"544" 1e+07 20 256 39063 0.006513 0.006513 "psmcSim1" 1.26959385337676
"545" 1e+07 20 2 5e+06 0.006513 0.006513 "psmcSim1" 0.772986826136844
"546" 1e+07 20 32 312500 0.006513 0.006513 "psmcSim1" 0.780486228268034
"547" 1e+07 20 4 2500000 0.006513 0.006513 "psmcSim1" 0.761536692241537
"548" 1e+07 20 512 19532 0.006513 0.006513 "psmcSim1" 2.23494440414438
"549" 1e+07 20 64 156250 0.006513 0.006513 "psmcSim1" 0.831277725958181
"550" 1e+07 20 8 1250000 0.006513 0.006513 "psmcSim1" 0.757035287536395
"551" 1e+07 30 1024 9766 0.006513 0.006513 "psmcSim1" 1.30525759208528
"552" 1e+07 30 128 78125 0.006513 0.006513 "psmcSim1" 0.882461455259228
"553" 1e+07 30 16 625000 0.006513 0.006513 "psmcSim1" 1.9122970529077
"554" 1e+07 30 1 1e+07 0.006513 0.006513 "psmcSim1" 1.29859029377337
"555" 1e+07 30 256 39063 0.006513 0.006513 "psmcSim1" 0.966644612406622
"556" 1e+07 30 2 5e+06 0.006513 0.006513 "psmcSim1" 1.33806724917624
"557" 1e+07 30 32 312500 0.006513 0.006513 "psmcSim1" 1.93429871245899
"558" 1e+07 30 4 2500000 0.006513 0.006513 "psmcSim1" 1.38149256905766
"559" 1e+07 30 512 19532 0.006513 0.006513 "psmcSim1" 2.33818533136353
"560" 1e+07 30 64 156250 0.006513 0.006513 "psmcSim1" 1.46429407665034
"561" 1e+07 30 8 1250000 0.006513 0.006513 "psmcSim1" 1.57980550892589
"562" 1e+07 40 1024 9766 0.006513 0.006513 "psmcSim1" 2.37467373331815
"563" 1e+07 40 128 78125 0.006513 0.006513 "psmcSim1" 1.28277764225898
"564" 1e+07 40 16 625000 0.006513 0.006513 "psmcSim1" 0.923398859218481
"565" 1e+07 40 1 1e+07 0.006513 0.006513 "psmcSim1" 1.03218045681231
"566" 1e+07 40 256 39063 0.006513 0.006513 "psmcSim1" 0.718040755681205
"567" 1e+07 40 2 5e+06 0.006513 0.006513 "psmcSim1" 1.03576342244918
"568" 1e+07 40 32 312500 0.006513 0.006513 "psmcSim1" 1.03633898671834
"569" 1e+07 40 4 2500000 0.006513 0.006513 "psmcSim1" 1.0768599516492
"570" 1e+07 40 512 19532 0.006513 0.006513 "psmcSim1" 1.39794207258736
"571" 1e+07 40 64 156250 0.006513 0.006513 "psmcSim1" 1.14292921934287
"572" 1e+07 40 8 1250000 0.006513 0.006513 "psmcSim1" 1.0443600437589
"573" 1e+06 10 1024 977 0.06513 0.06513 "psmcSim1" 2.64162570245716
"574" 1e+06 10 128 7813 0.06513 0.06513 "psmcSim1" 2.64162570245716
"575" 1e+06 10 16 62500 0.06513 0.06513 "psmcSim1" 2.64162570245716
"576" 1e+06 10 1 1e+06 0.06513 0.06513 "psmcSim1" 2.64162570245716
"577" 1e+06 10 256 3907 0.06513 0.06513 "psmcSim1" 2.64162570245716
"578" 1e+06 10 2 5e+05 0.06513 0.06513 "psmcSim1" 2.64162570245716
"579" 1e+06 10 32 31250 0.06513 0.06513 "psmcSim1" 2.64162570245716
"580" 1e+06 10 4 250000 0.06513 0.06513 "psmcSim1" 2.64162570245716
"581" 1e+06 10 512 1954 0.06513 0.06513 "psmcSim1" 2.64162570245716
"582" 1e+06 10 64 15625 0.06513 0.06513 "psmcSim1" 2.64162570245716
"583" 1e+06 10 8 125000 0.06513 0.06513 "psmcSim1" 2.64162570245716
"584" 1e+06 20 1024 977 0.06513 0.06513 "psmcSim1" 2.64162570245716
"585" 1e+06 20 128 7813 0.06513 0.06513 "psmcSim1" 2.64162570245716
"586" 1e+06 20 16 62500 0.06513 0.06513 "psmcSim1" 2.64162570245716
"587" 1e+06 20 1 1e+06 0.06513 0.06513 "psmcSim1" 2.64162570245716
"588" 1e+06 20 256 3907 0.06513 0.06513 "psmcSim1" 2.64162570245716
"589" 1e+06 20 2 5e+05 0.06513 0.06513 "psmcSim1" 2.64162570245716
"590" 1e+06 20 32 31250 0.06513 0.06513 "psmcSim1" 2.64162570245716
"591" 1e+06 20 4 250000 0.06513 0.06513 "psmcSim1" 2.64162570245716
"592" 1e+06 20 512 1954 0.06513 0.06513 "psmcSim1" 2.64162570245716
"593" 1e+06 20 64 15625 0.06513 0.06513 "psmcSim1" 2.64162570245716
"594" 1e+06 20 8 125000 0.06513 0.06513 "psmcSim1" 2.64162570245716
"595" 1e+06 30 1024 977 0.06513 0.06513 "psmcSim1" 2.64162570245716
"596" 1e+06 30 128 7813 0.06513 0.06513 "psmcSim1" 2.64162570245716
"597" 1e+06 30 16 62500 0.06513 0.06513 "psmcSim1" 2.64162570245716
"598" 1e+06 30 1 1e+06 0.06513 0.06513 "psmcSim1" 2.64162570245716
"599" 1e+06 30 256 3907 0.06513 0.06513 "psmcSim1" 2.64162570245716
"600" 1e+06 30 2 5e+05 0.06513 0.06513 "psmcSim1" 2.64162570245716
"601" 1e+06 30 32 31250 0.06513 0.06513 "psmcSim1" 2.64162570245716
"602" 1e+06 30 4 250000 0.06513 0.06513 "psmcSim1" 2.64162570245716
"603" 1e+06 30 512 1954 0.06513 0.06513 "psmcSim1" 2.64162570245716
"604" 1e+06 30 64 15625 0.06513 0.06513 "psmcSim1" 2.64162570245716
"605" 1e+06 30 8 125000 0.06513 0.06513 "psmcSim1" 2.64162570245716
"606" 1e+06 40 1024 977 0.06513 0.06513 "psmcSim1" 2.64162570245716
"607" 1e+06 40 128 7813 0.06513 0.06513 "psmcSim1" 2.64162570245716
"608" 1e+06 40 16 62500 0.06513 0.06513 "psmcSim1" 2.64162570245716
"609" 1e+06 40 1 1e+06 0.06513 0.06513 "psmcSim1" 2.64162570245716
"610" 1e+06 40 256 3907 0.06513 0.06513 "psmcSim1" 2.64162570245716
"611" 1e+06 40 2 5e+05 0.06513 0.06513 "psmcSim1" 2.64162570245716
"612" 1e+06 40 32 31250 0.06513 0.06513 "psmcSim1" 2.64162570245716
"613" 1e+06 40 4 250000 0.06513 0.06513 "psmcSim1" 2.64162570245716
"614" 1e+06 40 512 1954 0.06513 0.06513 "psmcSim1" 2.64162570245716
"615" 1e+06 40 64 15625 0.06513 0.06513 "psmcSim1" 2.64162570245716
"616" 1e+06 40 8 125000 0.06513 0.06513 "psmcSim1" 2.64162570245716
"617" 1e+05 10 1024 98 0.6513 0.6513 "psmcSim1" 2.64162570245716
"618" 1e+05 10 128 782 0.6513 0.6513 "psmcSim1" 2.64162570245716
"619" 1e+05 10 16 6250 0.6513 0.6513 "psmcSim1" 2.64162570245716
"620" 1e+05 10 1 1e+05 0.6513 0.6513 "psmcSim1" 2.64162570245716
"621" 1e+05 10 256 391 0.6513 0.6513 "psmcSim1" 2.64162570245716
"622" 1e+05 10 2 50000 0.6513 0.6513 "psmcSim1" 2.64162570245716
"623" 1e+05 10 32 3125 0.6513 0.6513 "psmcSim1" 2.64162570245716
"624" 1e+05 10 4 25000 0.6513 0.6513 "psmcSim1" 2.64162570245716
"625" 1e+05 10 512 196 0.6513 0.6513 "psmcSim1" 2.64162570245716
"626" 1e+05 10 64 1563 0.6513 0.6513 "psmcSim1" 2.64162570245716
"627" 1e+05 10 8 12500 0.6513 0.6513 "psmcSim1" 2.64162570245716
"628" 1e+05 20 1024 98 0.6513 0.6513 "psmcSim1" 2.64162570245716
"629" 1e+05 20 128 782 0.6513 0.6513 "psmcSim1" 2.64162570245716
"630" 1e+05 20 16 6250 0.6513 0.6513 "psmcSim1" 2.64162570245716
"631" 1e+05 20 1 1e+05 0.6513 0.6513 "psmcSim1" 2.64162570245716
"632" 1e+05 20 256 391 0.6513 0.6513 "psmcSim1" 2.64162570245716
"633" 1e+05 20 2 50000 0.6513 0.6513 "psmcSim1" 2.64162570245716
"634" 1e+05 20 32 3125 0.6513 0.6513 "psmcSim1" 2.64162570245716
"635" 1e+05 20 4 25000 0.6513 0.6513 "psmcSim1" 2.64162570245716
"636" 1e+05 20 512 196 0.6513 0.6513 "psmcSim1" 2.64162570245716
"637" 1e+05 20 64 1563 0.6513 0.6513 "psmcSim1" 2.64162570245716
"638" 1e+05 20 8 12500 0.6513 0.6513 "psmcSim1" 2.64162570245716
"639" 1e+05 30 1024 98 0.6513 0.6513 "psmcSim1" 2.64162570245716
"640" 1e+05 30 128 782 0.6513 0.6513 "psmcSim1" 2.64162570245716
"641" 1e+05 30 16 6250 0.6513 0.6513 "psmcSim1" 2.64162570245716
"642" 1e+05 30 1 1e+05 0.6513 0.6513 "psmcSim1" 2.64162570245716
"643" 1e+05 30 256 391 0.6513 0.6513 "psmcSim1" 2.64162570245716
"644" 1e+05 30 2 50000 0.6513 0.6513 "psmcSim1" 2.64162570245716
"645" 1e+05 30 32 3125 0.6513 0.6513 "psmcSim1" 2.64162570245716
"646" 1e+05 30 4 25000 0.6513 0.6513 "psmcSim1" 2.64162570245716
"647" 1e+05 30 512 196 0.6513 0.6513 "psmcSim1" 2.64162570245716
"648" 1e+05 30 64 1563 0.6513 0.6513 "psmcSim1" 2.64162570245716
